"object_id0","Col","Lin","c_AWetric","c_AWMetric","c_CAMetric","c_EDMetric","c_LSMetric","c_MPetric","c_MPetri_1","c_MPMetric","c_MSMetric","c_PDMetric","c_PentLand","c_PSMetric","c_PSetric","deci_class","padrao"
"C08L19",8,19,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C08L20",8,20,0.001611288,0.000734087,13.0248,0.1586729,0.0447608,0.05794546,2.616066,6.5124,1.12779,0.02,0.00130248,97.76119,6.3666,1,"difuso"
"C08L21",8,21,0.003076039,0.001428039,24.8184,0.2871061,0.08099113,0.01155258,2.478241,12.4092,1.148644,0.02,0.00248184,3.198433,0.3969,1,"difuso"
"C08L22",8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L23",8,23,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L24",8,24,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C08L25",8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L26",8,26,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C08L27",8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L28",8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L29",8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L30",8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C08L31",8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L00",9,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C09L01",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L02",9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L03",9,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C09L04",9,4,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C09L05",9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L06",9,6,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C09L07",9,7,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,"floresta"
"C09L08",9,8,0.000251184,0.000238607,1.933593,NA,0.01715932,0.03145864,1.299052,1.933593,1.234007,0.01,0.000193359,0,0,1,"difuso"
"C09L09",9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L10",9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L11",9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L12",9,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C09L13",9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L14",9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L15",9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L16",9,16,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C09L17",9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L18",9,18,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L19",9,19,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C09L20",9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L21",9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L22",9,22,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L23",9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L24",9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L25",9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L26",9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L27",9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L28",9,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L29",9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L30",9,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C09L31",9,31,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C10L00",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L01",10,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C10L02",10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L03",10,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C10L04",10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L05",10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L06",10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L07",10,7,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C10L08",10,8,0.002526011,0.003003039,19.79871,0.2392476,0.06749049,0.012084,1.275846,19.79871,1.516786,0.01,0.001979871,0,0,1,"difuso"
"C10L09",10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L10",10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L11",10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L12",10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L13",10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L14",10,14,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C10L15",10,15,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C10L16",10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L17",10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L18",10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L19",10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L20",10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L21",10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L22",10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L23",10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L24",10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L25",10,25,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C10L26",10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L27",10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L28",10,28,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C10L29",10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L30",10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C10L31",10,31,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C11L00",11,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C11L01",11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L02",11,2,0.001532871,0.002549548,11.2914,0.2689641,0.07587336,0.02382026,1.357556,11.2914,2.257956,0.01,0.00112914,1.3e-14,1e-15,1,"difuso"
"C11L03",11,3,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C11L04",11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L05",11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L06",11,6,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C11L07",11,7,0.007981631,0.009369819,64.0467,0.4150379,0.11708,0.006480239,1.246221,64.0467,1.462967,0.01,0.00640467,0,0,1,"difuso"
"C11L08",11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L09",11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L10",11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L11",11,11,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C11L12",11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L13",11,13,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C11L14",11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L15",11,15,0.001323714,0.001358032,10.47312,0.1487569,0.04196355,0.01420369,1.263916,10.47312,1.296684,0.01,0.001047312,0,0,1,"difuso"
"C11L16",11,16,0.01414928,0.002836574,115.3361,0.8280571,0.2335906,0.7762825,11.34701,23.06722,1.272908,0.05,0.01153361,127.7382,29.46564,1,"difuso"
"C11L17",11,17,0.07072492,0.01723579,544.9928,3.43842,0.9699604,27.83262,-13.58929,68.1241,8.094559,0.08,0.05449928,166.2749,113.2733,3,"linear"
"C11L18",11,18,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C11L19",11,19,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C11L20",11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L21",11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L22",11,22,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C11L23",11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L24",11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L25",11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L26",11,26,0,0,NA,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C11L27",11,27,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,1,"floresta"
"C11L28",11,28,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C11L29",11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L30",11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C11L31",11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L00",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L01",12,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L02",12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L03",12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L04",12,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L05",12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L06",12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L07",12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L08",12,8,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C12L09",12,9,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C12L10",12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L11",12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L12",12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L13",12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L14",12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L15",12,15,0.009154333,NA,73.3455,0.6011433,0.1695794,0.01765092,NA,24.4485,1.290587,0.03,0.00733455,103.674,25.34674,1,"difuso"
"C12L16",12,16,6.2e-05,5.82e-05,0.4564649,0.03052262,0.008610271,0.06686738,1.357937,0.4564649,NA,0.01,4.56e-05,0,0,1,"difuso"
"C12L17",12,17,0.03653985,0.006270136,293.978,1.845348,0.5205629,0.01233332,8.737326,41.99686,NA,0.07,0.0293978,138.1788,58.03075,1,"difuso"
"C12L18",12,18,0.002652494,0.000773911,21.4326,0.2962904,0.08358197,0.01707075,3.749764,7.1442,1.106819,0.03,0.00214326,63.77112,4.555936,1,"difuso"
"C12L19",12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L20",12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L21",12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L22",12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L23",12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L24",12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L25",12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L26",12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L27",12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L28",12,28,0,0,NA,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C12L29",12,29,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L30",12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C12L31",12,31,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C13L00",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L01",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L02",13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L03",13,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L04",13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L05",13,5,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L06",13,6,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C13L07",13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L08",13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L09",13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L10",13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L11",13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L12",13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L13",13,13,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C13L14",13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L15",13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L16",13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L17",13,17,0.01369734,0.001818501,109.2778,1.198799,0.3381749,0.02520339,10.1697,13.65972,1.241849,0.08,0.01092778,87.44637,11.94493,1,"difuso"
"C13L18",13,18,0.00743048,0.001894905,NA,0.6755692,0.1905746,0.01215359,5.003642,14.853,1.251436,0.04,0.0059412,43.45899,6.454963,1,"difuso"
"C13L19",13,19,0.000882845,0.000762472,7.128,0.1012383,0.02855879,0.0142029,1.23856,7.128,1.069685,0.01,0.0007128,0,0,1,"difuso"
"C13L20",13,20,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C13L21",13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L22",13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L23",13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L24",13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L25",13,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L26",13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L27",13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L28",13,28,0,0,0,0,0,0,NA,0,0,0,NA,0,0,1,"floresta"
"C13L29",13,29,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C13L30",13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C13L31",13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L00",14,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,"floresta"
"C14L01",14,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,"floresta"
"C14L02",14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L03",14,3,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,1,"floresta"
"C14L04",14,4,0.000101242,8.81e-05,0.7714403,0.03554666,0.01002753,NA,1.312375,0.7714403,1.141675,0.01,7.71e-05,1.2e-14,0,1,"difuso"
"C14L05",14,5,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C14L06",14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L07",14,7,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C14L08",14,8,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C14L09",14,9,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C14L10",14,10,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C14L11",14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L12",14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L13",14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L14",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L15",14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L16",14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L17",14,17,0.002183056,0.000966164,17.63178,NA,0.0650507,0.01306958,2.475994,8.815891,1.095025,0.02,0.001763178,1.688892,0.1488909,1,"difuso"
"C14L18",14,18,NA,0.01730992,435.3934,3.077189,0.8680591,0.02058737,7.77662,72.56557,1.750781,0.06,0.04353934,114.6065,83.16488,3,"linear"
"C14L19",14,19,0.01828027,0.01037097,148.0032,0.8421063,0.2375538,0.005624713,2.463945,74.0016,1.36856,NA,0.01480032,15.8275,11.7126,1,"difuso"
"C14L20",14,20,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C14L21",14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L22",14,22,0.0123578,0.01408653,100.278,0.4986617,0.1406699,0.004972793,1.232354,100.278,1.404748,0.01,0.0100278,0,0,1,"difuso"
"C14L23",14,23,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C14L24",14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L25",14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L26",14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L27",14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L28",14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L29",14,29,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C14L30",14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C14L31",14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L00",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L01",15,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"floresta"
"C15L02",15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L03",15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L04",15,4,0.001234687,0.000672976,9.59656,0.1851084,0.0522181,0.03087772,2.591104,4.79828,1.270136,0.02,0.000959656,83.79419,4.02068,1,"difuso"
"C15L05",15,5,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,"floresta"
"C15L06",15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L07",15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L08",15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L09",15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L10",15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L11",15,11,0.003040575,0.003255442,24.3,0.2341056,0.06603996,0.009633974,1.251266,24.3,1.339688,0.01,0.00243,0,0,1,"difuso"
"C15L12",15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L13",15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L14",15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L15",15,15,0.01324744,0.002449779,106.1667,0.9437947,0.2662396,0.02817326,7.596234,NA,1.17866,0.06,0.01061667,122.3402,NA,1,"difuso"
"C15L16",15,16,0.001853495,0.00161345,15.16004,0.1468961,0.04143864,0.009689695,1.222619,15.16004,1.064279,0.01,0.001516004,0,0,1,"difuso"
"C15L17",15,17,0.01711459,0.003014181,134.6869,1.444653,0.4075291,0.01487742,8.850042,19.24099,1.351747,0.07,0.01346869,80.26034,15.44288,1,"difuso"
"C15L18",15,18,0.06868575,0.003828423,544.0686,NA,1.345129,0.01964368,29.20292,23.65516,1.325331,0.23,0.05440686,125.7474,29.74576,1,"difuso"
"C15L19",15,19,0.007606812,0.003003239,58.28827,0.7125813,NA,0.03542255,5.209884,14.57207,1.392306,0.04,0.005828827,144.4271,21.04602,1,"difuso"
"C15L20",15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L21",15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L22",15,22,0,0,0,NA,NA,0,0,0,0,0,0,0,0,1,"floresta"
"C15L23",15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L24",15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L25",15,25,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,"floresta"
"C15L26",15,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L27",15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L28",15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L29",15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L30",15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C15L31",15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L00",16,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C16L01",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L02",16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L03",16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L04",16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L05",16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L06",16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L07",16,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C16L08",16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L09",16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L10",16,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C16L11",16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L12",16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L13",16,13,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,"floresta"
"C16L14",16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L15",16,15,0.002942167,0.001300452,23.9112,0.2667364,0.07524496,0.01150746,2.466198,11.9556,1.099533,0.02,0.00239112,19.9187,2.3814,1,"difuso"
"C16L16",16,16,1.02e-05,9.89e-06,0.06796107,0.01344576,0.003792979,0.197845,1.5031,0.06796107,1.454958,0.01,6.8e-06,0,0,1,"difuso"
"C16L17",16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L18",16,18,0.04647116,0.005605544,372.6443,2.511002,0.7083405,0.0122799,12.47724,37.26443,1.266838,0.1,0.03726443,126.2132,47.03262,1,"difuso"
"C16L19",16,19,0.0437302,0.01713908,343.5435,2.016251,0.5687739,0.009970232,5.036961,85.88588,1.566832,0.04,0.03435435,110.8365,95.19294,3,"linear"
"C16L20",16,20,0.001512438,0.000778944,11.8827,0.2059096,0.05808601,0.02006998,2.534443,5.94135,1.201787,0.02,0.00118827,62.64485,3.72195,1,"difuso"
"C16L21",16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L22",16,22,0.01657091,0.02064956,133.4961,0.6335507,0.1787214,0.004745837,1.241303,133.4961,1.546828,0.01,0.01334961,0,NA,3,"linear"
"C16L23",16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L24",16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L25",16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L26",16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L27",16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L28",16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L29",16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L30",16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C16L31",16,31,0,0,0,0,NA,NA,0,0,0,0,0,0,0,1,"floresta"
"C17L00",17,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C17L01",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L02",17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L03",17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L04",17,4,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,"floresta"
"C17L05",17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L06",17,6,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L07",17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L08",17,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C17L09",17,9,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C17L10",17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C17L11",17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
