"object_id0","Col","Lin","c_AWetric","c_AWMetric","c_CAMetric","c_EDMetric","c_LSMetric","c_MPetric","c_MPetri_1","c_MPMetric","c_MSMetric","c_PDMetric","c_PentLand","c_PSMetric","c_PSetric","deci_class","padrao"
"C44L31",44,31,0.2816566,0.04049468,2173.16,8.966095,2.529289,0.03328652,22.22207,127.8329,1.587247,0.17,0.217316,299.9984,383.4967,3,"linear"
"C45L00",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L01",45,1,0,0,0,0,0,0,NA,0,0,0,0,NA,0,1,"floresta"
"C45L02",45,2,0,0,0,0,0,0,0,NA,0,0,0,NA,0,1,"floresta"
"C45L03",45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L04",45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L05",45,5,0.005651709,0.001190319,44.80461,0.6082157,0.1715745,0.05196995,6.565429,8.960923,1.357759,0.05,0.004480461,74.7771,6.700718,1,"difuso"
"C45L06",45,6,0.02153249,0.005465159,166.351,1.693515,0.4777317,0.03508735,7.922541,27.72517,NA,0.06,0.0166351,112.6077,31.22067,1,"difuso"
"C45L07",45,7,0.1110795,0.01777604,885.8254,3.311856,0.9342575,0.03646384,13.01064,88.58254,1.4476,0.1,0.08858254,255.502,226.3302,1,"difuso"
"C45L08",45,8,0.03026022,0.002484943,242.3952,2.377848,0.6707786,0.01253885,16.22979,18.64579,1.237142,0.13,0.02423952,76.15851,NA,1,"difuso"
"C45L09",45,9,0.02087535,0.00424256,166.3666,1.322581,0.3730931,0.01514039,7.574602,27.72777,1.322273,0.06,0.01663666,129.8424,36.0024,1,"difuso"
"C45L10",45,10,0.1238497,0.145172,1033.077,1.60111,0.4516648,0.001549845,1.198843,1033.077,1.405238,0.01,0.1033077,0,0,2,"geometrico"
"C45L11",45,11,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L12",45,12,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L13",45,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C45L14",45,14,0,0,0,0,0,0,0,NA,0,0,0,0,0,1,"floresta"
"C45L15",45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L16",45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L17",45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L18",45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L19",45,19,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,"floresta"
"C45L20",45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L21",45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L22",45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"floresta"
"C45L23",45,23,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"floresta"
"C45L24",45,24,0.3466312,0.1011354,2776.249,6.573144,1.85425,0.007013972,7.548025,462.7082,1.713775,0.06,0.2776249,169.6346,784.9129,2,"geometrico"
"C45L25",45,25,0.562019,0.2173396,4368.588,8.921261,2.516641,0.04747107,9.308413,624.084,1.783173,0.07,0.4368588,241.5163,1507.265,2,"geometrico"
"C45L26",45,26,0.5008449,0.08451622,4096.649,6.683862,1.885483,0.03385145,11.58901,455.1833,1.455578,0.09,0.4096649,236.6136,1077.026,2,"geometrico"
"C45L27",45,27,0.4056064,0.1363558,3097.612,10.28464,2.901244,0.02131005,11.48812,344.1791,1.677294,0.09,0.3097612,242.7123,835.3648,2,"geometrico"
"C45L28",45,28,0.3986017,0.2114032,3152.376,6.706824,1.89196,0.005012472,4.995294,788.094,1.806903,0.04,0.3152376,156.1253,NA,2,"geometrico"
"C45L29",45,29,0.5353973,0.2115365,4366.663,6.584891,1.857564,0.0114909,5.065948,1091.666,1.752035,NA,0.4366663,128.3621,NA,2,"geometrico"
"C45L30",45,30,0.438651,0.2735775,3424.985,7.162017,2.020368,0.02890647,5.29249,856.2463,2.039164,0.04,0.3424985,169.5204,1451.512,2,"geometrico"
"C45L31",45,31,0.3337974,0.3907591,2615.153,5.432767,1.532555,0.05341413,2.656989,1307.577,2.058452,0.02,0.2615153,99.98885,1307.431,2,"geometrico"
